"Characteristic","unique(paramUse$ENTITY_ABBR)","CRITERION_VALUE","UNIT_NAME","CRITERIATYPEAQUAHUMHLTH","CRITERIATYPEFRESHSALTWATER","CRITERIATYPE_ACUTECHRONIC","USE_CLASS_NAME_LOCATION_ETC","ATTAINS_USE_NAME"
"mercury","MN","2000","ng/l","H",NA,NA,"CLASS 1B/1C - DC","CLASS 1B"
"mercury","MN","0.2","mg/kg","H",NA,"C","CLASS 2A - CS","CLASS 2A"
"mercury","MN","6.9","ng/l","H",NA,"C","CLASS 2A - CS","CLASS 2A"
"mercury","MN","4900","ng/l",NA,NA,"A","CLASS 2A - FAV","CLASS 2A"
"mercury","MN","2400","ng/l",NA,NA,NA,"CLASS 2A - MS","CLASS 2A"
"mercury","MN","0.2","mg/kg","H",NA,"C","CLASS 2BD - CS","CLASS 2B"
"mercury","MN","0.2","mg/kg","H",NA,"C","CLASS 2BD - CS","CLASS 2BD"
"mercury","MN","6.9","ng/l","H",NA,"C","CLASS 2BD - CS","CLASS 2B"
"mercury","MN","6.9","ng/l","H",NA,"C","CLASS 2BD - CS","CLASS 2BD"
"mercury","MN","4900","ng/l",NA,NA,"A","CLASS 2B&D - FAV","CLASS 2B"
"mercury","MN","2400","ng/l",NA,NA,NA,"CLASS 2B&D - MS","CLASS 2B"
"mercury","MN","0.2","mg/kg","H",NA,"C","CLASS 2BD - CS","CLASS 2B"
"mercury","MN","0.2","mg/kg","H",NA,"C","CLASS 2BD - CS","CLASS 2BD"
"mercury","MN","6.9","ng/l","H",NA,"C","CLASS 2BD - CS","CLASS 2B"
"mercury","MN","6.9","ng/l","H",NA,"C","CLASS 2BD - CS","CLASS 2BD"
"mercury","MN","4900","ng/l",NA,NA,"A","CLASS 2BD - FAV","CLASS 2B"
"mercury","MN","4900","ng/l",NA,NA,"A","CLASS 2BD - FAV","CLASS 2BD"
"mercury","MN","2400","ng/l",NA,NA,NA,"CLASS 2BD - MS","CLASS 2B"
"mercury","MN","2400","ng/l",NA,NA,NA,"CLASS 2BD - MS","CLASS 2BD"
"mercury","MN","0.0013","µg/l",NA,NA,"C","CLASS 2A - LAKE SUPERIOR","CLASS 2A"
"mercury","MN","0.00153","µg/l","H",NA,"C","CLASS 2A - LAKE SUPERIOR","CLASS 2A"
"mercury","MN","0.91","µg/l","A",NA,"C","CLASS 2A - LAKE SUPERIOR","CLASS 2A"
"mercury","MN","1.7","µg/l","A",NA,NA,"CLASS 2A - LAKE SUPERIOR","CLASS 2A"
"mercury","MN","3.4","µg/l","A",NA,"A","CLASS 2A - LAKE SUPERIOR","CLASS 2A"
"mercury","MN","0.0013","µg/l",NA,NA,"C","CLASS 2A - LAKE SUPERIOR BASIN WATERS OTHER THAN LAKE SUPERIOR","CLASS 2A"
"mercury","MN","0.00153","µg/l","H",NA,"C","CLASS 2A - LAKE SUPERIOR BASIN WATERS OTHER THAN LAKE SUPERIOR","CLASS 2A"
"mercury","MN","0.91","µg/l","A",NA,"C","CLASS 2A - LAKE SUPERIOR BASIN WATERS OTHER THAN LAKE SUPERIOR","CLASS 2A"
"mercury","MN","1.7","µg/l","A",NA,NA,"CLASS 2A - LAKE SUPERIOR BASIN WATERS OTHER THAN LAKE SUPERIOR","CLASS 2A"
"mercury","MO","2","µg/l","H",NA,NA,"GROUND WATER",NA
"mercury","MO","2","µg/l","H",NA,NA,"DRINKING WATER SUPPLY","DRINKING WATER SUPPLY"
"mercury","MO","0.77","µg/l","A",NA,"C","AQUATIC LIFE PROTECTION","AQUATIC LIFE"
"mercury","MO","1.4","µg/l","A",NA,"A","AQUATIC LIFE PROTECTION","AQUATIC LIFE"
"mercury","MS","0.153","µg/l","H",NA,NA,"ALL WATERS",NA
"mercury","MS","0.151","µg/l","H",NA,NA,"ALL WATERS",NA
"mercury","MT","0.05","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","MT","0.91","µg/l","A",NA,"C","SURFACE WATERS",NA
"mercury","MT","1.7","µg/l","A",NA,"A","SURFACE WATERS",NA
"mercury","NAM","1.4","µg/l","A","F","A","HIGH QUALITY COLDWATER FISHERY USE, MARGINAL COLDWATER FISHERY USE, AND WARMWATER FISHERY USE",NA
"mercury","NAM","0.012","µg/l","A","F","C","HIGH QUALITY COLDWATER FISHERY USE, MARGINAL COLDWATER FISHERY USE, AND WARMWATER FISHERY USE",NA
"mercury","NAM","0.012","µg/l",NA,NA,NA,"LIVESTOCK WATERING AND WILDLIFE HABITAT USE",NA
"mercury","NAM","0.002","mg/l",NA,NA,NA,"RECHARGE OF DOMESTIC WATER SUPPLY",NA
"mercury","NAM","0.002","mg/l",NA,NA,NA,"INDUSTRIAL AND MUNICIPAL WATER SUPPLY USE",NA
"mercury","NAV","0.001","µg/l","A",NA,"C","AQUATIC AND WILDLIFE HABITAT",NA
"mercury","NAV","2","µg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY",NA
"mercury","NAV","0.15","µg/l",NA,NA,NA,"FISH CONSUMPTION",NA
"mercury","NAV","280","µg/l",NA,NA,NA,"PRIMARY HUMAN CONTACT",NA
"mercury","NAV","280","µg/l",NA,NA,NA,"SECONDARY HUMAN CONTACT",NA
"mercury","NAV","2.4","µg/l","A",NA,"A","AQUATIC AND WILDLIFE HABITAT",NA
"mercury","NAV","0.012","µg/l","A",NA,"C","AQUATIC AND WILDLIFE HABITAT",NA
"mercury","NAV","10","µg/l",NA,NA,NA,"LIVESTOCK WATERING",NA
"mercury","NC","0.012","µg/l","A","F","C","CLASS C WATERS",NA
"mercury","NC","0.025","µg/l","A","S","C","CLASS SC WATERS; TIDAL SALTWATER",NA
"mercury","NCHY","1.7","µg/l","A","F","A","SURFACE WATERS",NA
"mercury","NCHY","0.012","µg/l","A","F","C","SURFACE WATERS",NA
"mercury","NCHY","0.050","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","NCHY","0.051","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","ND","0.051","µg/l","H",NA,NA,"CLASS III STREAMS",NA
"mercury","ND","0.05","µg/l","H",NA,NA,"CLASSES I, IA, II",NA
"mercury","ND","0.012","µg/l","A",NA,NA,"CLASSES I, IA, II, III",NA
"mercury","ND","1.7","µg/l","A",NA,NA,"CLASSES I, IA, II, III",NA
"mercury","NE","0.0020","mg/l","H",NA,NA,"PUBLIC DRINKING WATER",NA
"mercury","NE","1.4","µg/l","A",NA,"A","AQUATIC LIFE USES","AQUATIC LIFE"
"mercury","NE","0.051","µg/l","A",NA,"C","AQUATIC LIFE USES","AQUATIC LIFE"
"mercury","NH","0.051","µg/l","H",NA,NA,"DELAWARE RIVER BASIN ZONE 1A",NA
"mercury","NH","0.05","µg/l","H",NA,NA,"DELAWARE RIVER BASIN ZONE 1A",NA
"mercury","NH","0.77","µg/l","A","F","C","PROTECTION OF AQUATIC LIFE","AQUATIC LIFE"
"mercury","NH","0.94","µg/l","A","S","C","PROTECTION OF AQUATIC LIFE","AQUATIC LIFE"
"mercury","NH","1.4","µg/l","A","F","A","PROTECTION OF AQUATIC LIFE","AQUATIC LIFE"
"mercury","NH","1.8","µg/l","A","S","A","PROTECTION OF AQUATIC LIFE","AQUATIC LIFE"
"mercury","NJ","0.77","µg/l","A","F","C","DELAWARE RIVER ESTUARY",NA
"mercury","NJ","0.94","µg/l","A","S","C","DELAWARE RIVER ESTUARY",NA
"mercury","NJ","1.8","µg/l","A","S","A","DELAWARE RIVER ESTUARY",NA
"mercury","NJ","1.4","µg/l","A","F","A","DELAWARE RIVER ESTUARY",NA
"mercury","NJ","0.05","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY",NA
"mercury","NJ","0.051","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY",NA
"mercury","NJ","0.051","µg/l","H","S",NA,"DELAWARE RIVER ESTUARY",NA
"mercury","NJ","0.05","µg/l","H","F",NA,"TOXIC SUBSTANCE CRITERIA",NA
"mercury","NJ","0.051","µg/l","H","S",NA,"TOXIC SUBSTANCE CRITERIA",NA
"mercury","NJ","0.77","µg/l","A","F","C","TOXIC SUBSTANCE CRITERIA",NA
"mercury","NJ","0.94","µg/l","A","S","C","TOXIC SUBSTANCE CRITERIA",NA
"mercury","NJ","1.4","µg/l","A","F","A","TOXIC SUBSTANCE CRITERIA",NA
"mercury","NJ","1.8","µg/l","A","S","A","TOXIC SUBSTANCE CRITERIA",NA
"mercury","NM","2","µg/l","H",NA,NA,"DRINKING WATER SUPPLY","DRINKING WATER"
"mercury","NM","10","µg/l",NA,NA,NA,"LIVESTOCK WATERING","LIVESTOCK WATERING"
"mercury","NM","0.77","µg/l",NA,NA,NA,"WILDLIFE HABITAT","WILDLIFE HABITAT"
"mercury","NM","0.77","µg/l","A",NA,"C","AQUATIC LIFE","AQUATIC LIFE"
"mercury","NM","1.4","µg/l","A",NA,"A","AQUATIC LIFE","AQUATIC LIFE"
"mercury","NTR","0.15","µg/l","H",NA,NA,"TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"mercury","NTR","2.1","µg/l","A","F","A","TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"mercury","NTR","1.8","µg/l","A","S","A","TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"mercury","NTR","0.14","µg/l","H",NA,NA,"TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"mercury","NTR","0.012","µg/l","A","F","C","TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"mercury","NTR","0.025","µg/l","A","S","C","TOXICS CRITERIA FOR THOSE STATES NOT COMPLYING WITH CLEAN WATER ACT SECTION 303(C)(2)(B)",NA
"mercury","NV","1.4","µg/l","A",NA,NA,"AQUATIC LIFE","AQUATIC LIFE"
"mercury","NV","0.77","µg/l","A",NA,NA,"AQUATIC LIFE","AQUATIC LIFE"
"mercury","NV","2","µg/l","H",NA,NA,"MUNICIPAL OR DOMESTIC SUPPLY","MUNICIPAL OR DOMESTIC SUPPLY"
"mercury","NV","10","µg/l",NA,NA,NA,"WATERING OF LIVESTOCK","WATERING OF LIVESTOCK"
"mercury","NV","10","µg/l",NA,NA,NA,"WATERING OF LIVESTOCK","LIVESTOCK WATERING"
"mercury","NY","0.7","µg/l","H","F",NA,"CLASSES A, A-S, AA, AA-S",NA
"mercury","NY","0.77","µg/l","A",NA,"C","CLASSES A, A-S, AA, AA-S, B, C",NA
"mercury","NY","1.4","µg/l","A","F","A","CLASSES A, A-S, AA, AA-S, B, C, D",NA
"mercury","NY","7 x 10-4","µg/l","H","F",NA,"CLASSES A, A-S, AA, AA-S, B, C, D",NA
"mercury","NY","7 x 10-4","µg/l","H","S",NA,"CLASSES SA, SB, SC, I, SD",NA
"mercury","NY","0.0026","µg/l",NA,"F",NA,"WILDLIFE: CLASSES A, A-S, AA, AA-S, B, C, D",NA
"mercury","NY","0.0026","µg/l",NA,"S",NA,"WILDLIFE: CLASSES SA, SB, SC, I, SD",NA
"mercury","OH","0.0031","µg/l","H",NA,NA,"LAKE ERIE BASIN - OUTSIDE MIXING ZONE AVERAGE (DRINKING)",NA
"mercury","OH","0.0031","µg/l","H",NA,NA,"LAKE ERIE BASIN - OUTSIDE MIXING ZONE AVERAGE (NON-DRINKING)",NA
"mercury","OH","0.0013","µg/l",NA,NA,NA,"LAKE ERIE BASIN - OUTSIDE MIXING ZONE AVERAGE (WILDLIFE)",NA
"mercury","OH","0.012","µg/l","H",NA,NA,"OHIO RIVER BASIN - OUTSIDE MIXING ZONE AVERAGE (DRINKING)",NA
"mercury","OH","0.012","µg/l","H",NA,NA,"OHIO RIVER BASIN - OUTSIDE MIXING ZONE AVERAGE (NON-DRINKING)",NA
"mercury","OH","2.9","µg/l","A",NA,NA,"INSIDE MIXING ZONE MAXIMUM",NA
"mercury","OH","3.4","µg/l","A",NA,NA,"INSIDE MIXING ZONE MAXIMUM",NA
"mercury","OH","0.77","µg/l","A",NA,NA,"OUTSIDE MIXING ZONE AVERAGE",NA
"mercury","OH","0.91","µg/l","A",NA,NA,"OUTSIDE MIXING ZONE AVERAGE",NA
"mercury","OH","10","µg/l",NA,NA,NA,"OUTSIDE MIXING ZONE AVERAGE; AGRICULTURAL USES",NA
"mercury","OH","1.4","µg/l","A",NA,NA,"OUTSIDE MIXING ZONE MAXIMUM",NA
"mercury","OH","1.7","µg/l","A",NA,NA,"OUTSIDE MIXING ZONE MAXIMUM",NA
"mercury","OH","0.012","µg/l","H",NA,NA,"OHIO RIVER - OUTSIDE MIXING ZONE AVERAGE (ELSEWHERE)",NA
"mercury","OH","0.012","µg/l","H",NA,NA,"OHIO RIVER - OUTSIDE MIXING ZONE AVERAGE (INTAKES)",NA
"mercury","OHKA","0.77","µg/l","A","F","C","SURFACE WATERS",NA
"mercury","OHKA","1.4","µg/l","A","F","A","SURFACE WATERS",NA
"mercury","OHKA","0.051","µg/l","H","F",NA,"SURFACE WATERS",NA
"mercury","OK","2","µg/l","H",NA,NA,"PUBLIC AND PRIVATE WATER SUPPLY (RAW WATER)","PUBLIC AND PRIVATE WATER SUPPLY"
"mercury","OK","1.302","µg/l","A",NA,"C","FISH AND WILDLIFE PROPAGATION","FISH AND WILDLIFE PROPAGATION"
"mercury","OK","2.4","µg/l","A",NA,"A","FISH AND WILDLIFE PROPAGATION","FISH AND WILDLIFE PROPAGATION"
"mercury","OK","0.051","µg/l","H",NA,NA,"FISH CONSUMPTION (+ OTHER ORGANISMS)","FISH CONSUMPTION"
"mercury","OK","0.05","µg/l","H",NA,NA,"FISH CONSUMPTION (+ OTHER ORGANISMS) AND WATER","FISH CONSUMPTION"
"mercury","OR","0.012","µg/l","A","F","C","AQUATIC LIFE",NA
"mercury","OR","0.025","µg/l","A","S","C","AQUATIC LIFE",NA
"mercury","OR","2.1","µg/l","A","S","A","AQUATIC LIFE",NA
"mercury","OR","2.4","µg/l","A","F","A","AQUATIC LIFE",NA
"mercury","PA","0.77","µg/l","A","F","C","DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"mercury","PA","0.94","µg/l","A","S","C","DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"mercury","PA","1.8","µg/l","A","S","A","DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"mercury","PA","1.4","µg/l","A","F","A","DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"mercury","PA","0.05","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"mercury","PA","0.051","µg/l","H","F",NA,"DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"mercury","PA","0.051","µg/l","H","S",NA,"DELAWARE RIVER ESTUARY AND BAY. APPLIED IN PENNSYLVANIA ON A SITE SPECIFIC BASIS AS OUTLINED IN THE DRBC WQS.",NA
"mercury","PA","0.77","µg/l","A",NA,"C","FISH AND AQUATIC LIFE","AQUATIC LIFE"
"mercury","PA","0.77","µg/l","A",NA,"C","FISH AND AQUATIC LIFE; GREAT LAKES","AQUATIC LIFE"
"mercury","PA","1.4","µg/l","A",NA,"A","FISH AND AQUATIC LIFE","AQUATIC LIFE"
"mercury","PA","1.44","µg/l","A",NA,"A","FISH AND AQUATIC LIFE; GREAT LAKES","AQUATIC LIFE"
"mercury","PA","0.0031","µg/l","H",NA,NA,"GREAT LAKES",NA
"mercury","PA","0.0013","µg/l",NA,NA,NA,"GREAT LAKES; WILDLIFE",NA
"mercury","PA","0.05","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"mercury","PGSK","1.4","µg/l","A","F","A","SURFACE WATERS",NA
"mercury","PGSK","0.77","µg/l","A","F","C","SURFACE WATERS",NA
"mercury","PGSK","1.8","µg/l","A","S","A","SURFACE WATERS",NA
"mercury","PGSK","0.94","µg/l","A","S","C","SURFACE WATERS",NA
"mercury","PGSK","0.002","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","PGSK","0.002","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","PIC","2.4","µg/l","A",NA,"A","FISHERIES",NA
"mercury","PIC","0.012","µg/l","A",NA,"C","FISHERIES",NA
"mercury","PIC","0.012","µg/l",NA,NA,NA,"LIVESTOCK WATERING AND WILDLIFE HABITAT USE",NA
"mercury","PIC","0.002","mg/l",NA,NA,NA,"RECHARGE OF DOMESTIC WATER SUPPLY",NA
"mercury","POJ","0.012","µg/l",NA,NA,NA,"SEGMENTS DESIGNATED FOR LIVESTOCK AND WILDLIFE HABITAT",NA
"mercury","POJ","0.002","mg/l",NA,NA,NA,"SEGMENTS DESIGNATED FOR GROUNDWATER RECHARGE",NA
"mercury","POJ","0.012","µg/l","A",NA,"C","SEGMENTS DESIGNATED FOR MARGINAL COLDWATER FISHERIES",NA
"mercury","POJ","1.4","µg/l","A",NA,"A","SEGMENTS DESIGNATED FOR MARGINAL COLDWATER FISHERIES",NA
"mercury","PR","0.051","µg/l","H",NA,NA,"CLASS SB WATERS",NA
"mercury","PR","0.050","µg/l","H",NA,NA,"CLASS SD WATERS",NA
"mercury","PR","0.050","µg/l","H",NA,NA,"CLASS SG WATERS",NA
"mercury","PUYA","2.4","µg/l",NA,"F","A","SURFACE WATERS",NA
"mercury","PUYA","2.1","µg/l","A","S","A","SURFACE WATERS",NA
"mercury","PUYA","0.15","µg/l","H",NA,NA,"MARINE WATER AND FRESH WATER B AND C CLASS USES",NA
"mercury","PUYA","0.14","µg/l","H","F",NA,"FRESH WATER AA, A, AND LAKE CLASS USES",NA
"mercury","PUYA","0.025","µg/l","A","S","C","SURFACE WATERS",NA
"mercury","PUYA","0.012","µg/l",NA,"F","C","SURFACE WATERS",NA
"mercury","PYRA","0.77","µg/l","A","F","A","PYRAMID LAKE RESERVATION SURFACE WATERS",NA
"mercury","PYRA","1.4","µg/l","A","F","C","PYRAMID LAKE RESERVATION SURFACE WATERS",NA
"mercury","RBLMI",NA,NA,NA,NA,NA,NA,NA
"mercury","RI","0.15","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"mercury","RI","0.14","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"mercury","RI","0.012","µg/l","A","F","C","AQUATIC LIFE",NA
"mercury","RI","0.025","µg/l","A","S","C","AQUATIC LIFE",NA
"mercury","RI","1.4","µg/l","A","F","A","AQUATIC LIFE",NA
"mercury","RI","1.8","µg/l","A","S","A","AQUATIC LIFE",NA
"mercury","SAND","0.77","µg/l","A",NA,"C","WILDLIFE HABITAT",NA
"mercury","SAND","0.012","µg/l","A","F","C","SURFACE WATER",NA
"mercury","SAND","2.4","µg/l","A","F","A","SURFACE WATER",NA
"mercury","SAND","0.051","µg/l","H",NA,NA,"FISH CONSUMPTION AND OTHER (NOT TO EXCEED)",NA
"mercury","SC","0.91","µg/l","A","F","C","AQUATIC LIFE","AQUATIC LIFE"
"mercury","SC","1.1","µg/l","A","S","C","AQUATIC LIFE","AQUATIC LIFE"
"mercury","SC","1.6","µg/l","A","F","A","AQUATIC LIFE","AQUATIC LIFE"
"mercury","SC","2.1","µg/l","A","S","A","AQUATIC LIFE","AQUATIC LIFE"
"mercury","SC","2","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"mercury","SC","0.051","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"mercury","SC","0.05","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"mercury","SD","0.8","µg/l",NA,NA,NA,"WHITEWOOD CREEK FROM INTERSTATE 90 TO ITS CONFLUENCE WITH GOLD RUN CREEK",NA
"mercury","SD","0.050","µg/l","H",NA,NA,"USE 1 - INGESTION OF CONTAMINATED AQUATIC ORGANISMS AND DRINKING WATER",NA
"mercury","SD","0.77","µg/l","A","F","C","USES 2, 3, 4, 5, 6, 9",NA
"mercury","SD","1.4","µg/l","A","F","A","USES 2, 3, 4, 5, 6, 9",NA
"mercury","SD","0.051","µg/l","H",NA,NA,"USES 2, 3, 4, 5, 6, 9 – INGESTION OF CONTAMINATED AQUATIC ORGANISMS ONLY",NA
"mercury","SEMI","0.012","µg/l",NA,NA,NA,"CLASS I: POTABLE WATER SUPPLY",NA
"mercury","SEMI","0.012","µg/l",NA,NA,NA,"CLASS II: RECREATION, PROPAGATION AND MAINTENANCE OF A HEALTHY, WELL-BALANCED POPULATION OF FISH AND WILDLIFE, SUBCLASSES 2-B AND 2-C",NA
"mercury","SEMI","0.2","µg/l",NA,NA,NA,"CLASS III: AGRICULTURAL PURPOSES",NA
"mercury","SKT","1.4","µg/l","A","F","A","SURFACE WATERS",NA
"mercury","SKT","0.77","µg/l","A","F","C","SURFACE WATERS",NA
"mercury","SKT","0.05","µg/l","H","F",NA,"SURFACE WATERS",NA
"mercury","SKT","0.051","µg/l","H","F",NA,"SURFACE WATERS",NA
"mercury","SPOK","1.10E-02","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","SPOK","1.10E-02","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","SPOK","1.4E+00","µg/l","A",NA,"A","SURFACE WATERS",NA
"mercury","SPOK","1.2E+00","µg/l","A",NA,"C","SURFACE WATERS",NA
"mercury","SPOK","2","µg/l","H",NA,NA,"PRIMARY CONTACT CEREMONIAL AND SPIRITUAL USES",NA
"mercury","SRM","0.7","µg/l","H",NA,NA,"GA WATER CLASS",NA
"mercury","SRM","0.7","µg/l","H",NA,NA,"A, A-S, AA, AA-S WATER CLASSES",NA
"mercury","SRM","7x10^-4","µg/l","H",NA,NA,"A, A-S, AA, AA-S, B, C, D WATER CLASSES",NA
"mercury","SRM","0.77","µg/l","A",NA,"C","A, A-S, AA, AA-S, B, C, D WATER CLASSES",NA
"mercury","SRM","1.4","µg/l","A",NA,"A","A, A-S, AA, AA-S, B, C, D WATER CLASSES",NA
"mercury","SRM","3x10^-3","µg/l",NA,NA,NA,"A, A-S, AA, AA-S, B, C, D WATER CLASSES",NA
"mercury","SRM","1.4","µg/l",NA,NA,NA,"CLASS GA: GROUNDWATER EFFLUENT LIMITATIONS",NA
"mercury","STANA","0.012","µg/l","A","F","C","SURFACE WATERS",NA
"mercury","STANA","2.4","µg/l","A","F","A","SURFACE WATERS",NA
"mercury","STCLA","2.4","µg/l","A","F","A","SURFACE WATERS",NA
"mercury","STCLA","0.051","µg/l","H","F",NA,"SURFACE WATERS",NA
"mercury","STCLA","0.012","µg/l","A","F","C","SURFACE WATERS",NA
"mercury","STCLA","0.012","mg/l",NA,NA,NA,"LIVESTOCK AND WILDLIFE USES",NA
"mercury","STCLA","0.002","mg/l",NA,NA,NA,"GROUND-WATER RECHARGE, DOMESTIC, MUNICIPAL, AND INDUSTRIAL WATER SUPPLY USES",NA
"mercury","SUTE","1.4","µg/l","A",NA,"A","AQUATIC LIFE",NA
"mercury","SWINO",NA,NA,NA,NA,NA,NA,NA
"mercury","TAOS","2","µg/l",NA,NA,NA,"DRINKING WATER",NA
"mercury","TAOS","2","µg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY",NA
"mercury","TAOS","10","µg/l",NA,NA,NA,"AGRICULTURE AND WILDLIFE WATERING: WILDLIFE AND LIVESTOCK WATERING CRITERION",NA
"mercury","TAOS","2.4","µg/l","A",NA,"A","AQUATIC LIFE",NA
"mercury","TAOS","0.012","µg/l","A",NA,"C","AQUATIC LIFE",NA
"mercury","TESU","2.4","µg/l","A",NA,"A","HIGH QUALITY COLDWATER FISHERY USE",NA
"mercury","TESU","2.4","µg/l","A",NA,"A","WARM WATER FISHERY USE",NA
"mercury","TESU","0.012","µg/l","A",NA,"C","HIGH QUALITY COLDWATER FISHERY USE",NA
"mercury","TESU","0.012","µg/l","A",NA,"C","WARM WATER FISHERY USE",NA
"mercury","TESU","0.012","µg/l",NA,NA,NA,"LIVESTOCK WATERING AND WILDLIFE HABITAT USE",NA
"mercury","TESU","0.002","mg/l",NA,NA,NA,"GROUNDWATER RECHARGE",NA
"mercury","TN","2","µg/l","H",NA,NA,"DOMESTIC WATER SUPPLY","DOMESTIC WATER SUPPLY"
"mercury","TN","0.051","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"mercury","TN","0.05","µg/l","H",NA,NA,"HUMAN HEALTH",NA
"mercury","TN","0.77","µg/l","A",NA,"C","FISH AND AQUATIC LIFE","FISH AND AQUATIC LIFE"
"mercury","TN","1.4","µg/l","A",NA,"A","FISH AND AQUATIC LIFE","FISH AND AQUATIC LIFE"
"mercury","TWNIN","1.4","µg/l","A","F","A","SURFACE WATERS",NA
"mercury","TWNIN","0.77","µg/l","A","F","C","SURFACE WATERS",NA
"mercury","TWNIN","1.8","µg/l","A","S","A","SURFACE WATERS",NA
"mercury","TWNIN","0.94","µg/l","A","S","C","SURFACE WATERS",NA
"mercury","TX","0.0122","µg/l","H","F",NA,"HUMAN HEALTH PROTECTION",NA
"mercury","TX","0.0122","µg/l","H","F",NA,"HUMAN HEALTH PROTECTION",NA
"mercury","TX","0.025","µg/l","H","S",NA,"HUMAN HEALTH PROTECTION",NA
"mercury","TX","1.1","µg/l","A","S","C","AQUATIC LIFE PROTECTION",NA
"mercury","TX","1.3","µg/l","A","F","C","AQUATIC LIFE PROTECTION",NA
"mercury","TX","2.1","µg/l","A","S","A","AQUATIC LIFE PROTECTION",NA
"mercury","TX","2.4","µg/l","A","F","A","AQUATIC LIFE PROTECTION",NA
"mercury","UMA","1.4","µg/l","A","F","A","SURFACE WATERS",NA
"mercury","UMA","0.77","µg/l","A","F","C","SURFACE WATERS",NA
"mercury","UMA","0.050","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","UMA","0.51","µg/l","H",NA,NA,"SURFACE WATERS",NA
"mercury","UMU","1.4","µg/l","A",NA,"A","WARM WATER AQUATIC LIFE",NA
"mercury","UMU","0.012","µg/l","A",NA,"C","WARM WATER AQUATIC LIFE",NA
"mercury","UMU","1.4","µg/l","A",NA,"A","COLD WATER AQUATIC LIFE",NA
"mercury","UMU","0.012","µg/l","A",NA,"C","COLD WATER AQUATIC LIFE",NA
"mercury","UMU","10","µg/l",NA,NA,NA,"AGRICULTURE, IRRIGATION AND/OR LIVESTOCK WATERING",NA
"mercury","UMU","0.05","µg/l","H",NA,NA,"DRINKING WATER SOURCE, TRIBAL CULTURAL USE",NA
"mercury","UMU","0.051","µg/l","H",NA,NA,"FISH CONSUMPTION",NA
"mercury","UT","0.012","µg/l","A","F","C","AQUATIC WILDLIFE; CLASS 3A",NA
"mercury","UT","0.012","µg/l","A","F","C","AQUATIC WILDLIFE; CLASS 3B",NA
"mercury","UT","0.012","µg/l","A","F","C","AQUATIC WILDLIFE; CLASS 3C",NA
"mercury","UT","0.012","µg/l","A","F","C","AQUATIC WILDLIFE; CLASS 3D",NA
"mercury","UT","0.0020","mg/l","H","F",NA,"DOMESTIC SOURCE, CLASS 1C","DOMESTIC SOURCE"
"mercury","VA","0.77","µg/l","A","F","C","AQUATIC LIFE","AQUATIC LIFE"
"mercury","VA","0.94","µg/l","A","S","C","AQUATIC LIFE","AQUATIC LIFE"
